state,district,year,season,groundwater_level,latitude,longitude
Uttar Pradesh,Agra,2009,Post-Monsoon,24.23,15.5039,93.8191
Uttar Pradesh,Agra,2009,Rabi,29.64,22.8497,79.9891
Uttar Pradesh,Agra,2009,Kharif,26.98,26.977,85.8073
Uttar Pradesh,Agra,2010,Pre-Monsoon,33.48,16.4022,81.0407
Uttar Pradesh,Agra,2010,Post-Monsoon,27.24,29.7535,72.6869
Uttar Pradesh,Agra,2010,Rabi,31.81,16.5182,90.9825
Uttar Pradesh,Agra,2010,Kharif,25.53,11.5222,90.1179
Uttar Pradesh,Agra,2011,Pre-Monsoon,35.23,34.7731,96.5133
Uttar Pradesh,Agra,2011,Post-Monsoon,25.6,21.2608,87.7919
Uttar Pradesh,Agra,2011,Rabi,33.95,10.7425,77.5222
Uttar Pradesh,Agra,2011,Kharif,27.79,29.1889,82.0794
Uttar Pradesh,Agra,2012,Pre-Monsoon,34.89,11.0055,74.1516
Uttar Pradesh,Agra,2012,Post-Monsoon,27.59,20.7736,96.0898
Uttar Pradesh,Agra,2012,Rabi,31.96,17.0103,96.7691
Uttar Pradesh,Agra,2012,Kharif,28.81,10.7765,69.5362
Uttar Pradesh,Agra,2013,Pre-Monsoon,36.11,16.4927,84.2722
Uttar Pradesh,Agra,2013,Post-Monsoon,30.05,34.5066,79.9202
Uttar Pradesh,Agra,2013,Rabi,32.29,28.6115,70.8931
Uttar Pradesh,Agra,2013,Kharif,28.2,9.0635,78.5341
Uttar Pradesh,Agra,2014,Pre-Monsoon,35.97,16.9022,79.3318
Uttar Pradesh,Agra,2014,Post-Monsoon,29.27,28.0019,85.4427
Uttar Pradesh,Agra,2014,Rabi,31.15,21.171,96.7062
Uttar Pradesh,Agra,2014,Kharif,32.08,13.7759,80.1178
Uttar Pradesh,Agra,2015,Pre-Monsoon,35.13,19.5412,79.8998
Uttar Pradesh,Agra,2015,Post-Monsoon,29.26,14.9233,93.8457
Uttar Pradesh,Agra,2015,Rabi,33.73,21.2588,85.3761
Uttar Pradesh,Agra,2015,Kharif,29.95,33.494,85.0957
Uttar Pradesh,Agra,2016,Pre-Monsoon,37.77,12.6547,88.8703
Uttar Pradesh,Agra,2016,Post-Monsoon,29.9,24.591,87.7106
Uttar Pradesh,Agra,2016,Rabi,31.87,26.4737,74.2508
Uttar Pradesh,Agra,2016,Kharif,29.28,19.3307,73.4571
Uttar Pradesh,Agra,2017,Pre-Monsoon,37.39,29.16,71.2656
Uttar Pradesh,Agra,2017,Post-Monsoon,30.65,31.8247,95.7404
Uttar Pradesh,Agra,2017,Rabi,34.53,17.2502,71.0617
Uttar Pradesh,Agra,2017,Kharif,31.49,29.4172,72.3545
Uttar Pradesh,Agra,2018,Pre-Monsoon,40.13,12.2098,90.9085
Uttar Pradesh,Agra,2018,Post-Monsoon,30.88,9.7344,73.6276
Uttar Pradesh,Agra,2018,Rabi,36.48,14.8223,77.4886
Uttar Pradesh,Agra,2018,Kharif,32.7,22.5023,74.1356
Uttar Pradesh,Agra,2019,Pre-Monsoon,39.67,25.0939,69.4562
Uttar Pradesh,Agra,2019,Post-Monsoon,30.08,30.4257,78.308
Uttar Pradesh,Agra,2019,Rabi,36.2,15.602,92.3858
Uttar Pradesh,Agra,2019,Kharif,32.5,17.9901,76.2592
Uttar Pradesh,Agra,2020,Pre-Monsoon,40.69,16.4495,84.6507
Uttar Pradesh,Agra,2020,Post-Monsoon,32.39,21.5204,82.1973
Uttar Pradesh,Agra,2020,Rabi,34.15,28.4042,81.0887
Uttar Pradesh,Agra,2020,Kharif,32.97,33.8799,75.5634
Uttar Pradesh,Agra,2021,Pre-Monsoon,40.14,24.2033,72.5316
Uttar Pradesh,Agra,2021,Post-Monsoon,30.57,28.0809,83.3137
Uttar Pradesh,Agra,2021,Rabi,37.2,19.1031,75.7951
Uttar Pradesh,Agra,2021,Kharif,35.13,13.777,96.1892
Uttar Pradesh,Agra,2022,Pre-Monsoon,39.61,34.4032,80.5982
Uttar Pradesh,Agra,2022,Post-Monsoon,35.36,12.0621,81.513
Uttar Pradesh,Agra,2022,Rabi,38.89,20.3867,85.2146
Uttar Pradesh,Agra,2022,Kharif,35.25,15.2183,86.7316
Uttar Pradesh,Agra,2023,Pre-Monsoon,42.56,12.9004,75.0891
Uttar Pradesh,Agra,2023,Post-Monsoon,34.67,32.6576,74.7271
Uttar Pradesh,Agra,2023,Rabi,39.77,11.2707,68.1765
Uttar Pradesh,Agra,2023,Kharif,35.26,26.7641,76.9434
Uttar Pradesh,Varanasi,2000,Pre-Monsoon,26.37,20.6517,80.3212
Uttar Pradesh,Varanasi,2000,Post-Monsoon,19.19,15.8,72.9943
Uttar Pradesh,Varanasi,2000,Rabi,22.92,14.6098,74.3123
Uttar Pradesh,Varanasi,2000,Kharif,22.48,11.6908,83.9886
Uttar Pradesh,Varanasi,2001,Pre-Monsoon,28.81,17.4351,74.1661
Uttar Pradesh,Varanasi,2001,Post-Monsoon,18.48,10.3844,92.074
Uttar Pradesh,Varanasi,2001,Rabi,23.43,31.034,74.3728
Uttar Pradesh,Varanasi,2001,Kharif,21.73,13.7113,79.4096
Uttar Pradesh,Varanasi,2002,Pre-Monsoon,27.28,11.6244,70.151
Uttar Pradesh,Varanasi,2002,Post-Monsoon,19.55,34.7886,87.0122
Uttar Pradesh,Varanasi,2002,Rabi,27.54,30.6821,91.3947
Uttar Pradesh,Varanasi,2002,Kharif,22.58,8.4466,73.4174
Uttar Pradesh,Varanasi,2003,Pre-Monsoon,31.05,31.3268,77.3192
Uttar Pradesh,Varanasi,2003,Post-Monsoon,23.99,19.6813,81.5744
Uttar Pradesh,Varanasi,2003,Rabi,25.93,34.6316,80.3339
Uttar Pradesh,Varanasi,2003,Kharif,21.93,30.7397,86.7969
Uttar Pradesh,Varanasi,2004,Pre-Monsoon,28.64,25.6383,69.5572
Uttar Pradesh,Varanasi,2004,Post-Monsoon,21.63,16.462,72.3335
Uttar Pradesh,Varanasi,2004,Rabi,29.12,27.4707,75.4017
Uttar Pradesh,Varanasi,2004,Kharif,24.75,10.4097,70.2818
Uttar Pradesh,Varanasi,2005,Pre-Monsoon,29.85,26.3566,86.645
Uttar Pradesh,Varanasi,2005,Post-Monsoon,22.94,11.6303,76.3927
Uttar Pradesh,Varanasi,2005,Rabi,28.71,25.8856,85.7805
Uttar Pradesh,Varanasi,2005,Kharif,26.95,25.2096,93.5584
Uttar Pradesh,Varanasi,2006,Pre-Monsoon,30.26,29.0358,89.0189
Uttar Pradesh,Varanasi,2006,Post-Monsoon,24.83,9.6072,84.8637
Uttar Pradesh,Varanasi,2006,Rabi,27.52,11.2873,85.2397
Uttar Pradesh,Varanasi,2006,Kharif,24.68,17.312,69.0123
Uttar Pradesh,Varanasi,2007,Pre-Monsoon,32.45,30.2054,74.2782
Uttar Pradesh,Varanasi,2007,Post-Monsoon,22.96,28.6567,95.4896
Uttar Pradesh,Varanasi,2007,Rabi,27.19,27.3546,93.5625
Uttar Pradesh,Varanasi,2007,Kharif,23.29,19.4956,70.1843
Uttar Pradesh,Varanasi,2008,Pre-Monsoon,29.25,20.8491,81.652
Uttar Pradesh,Varanasi,2008,Post-Monsoon,25.47,18.4875,91.7996
Uttar Pradesh,Varanasi,2008,Rabi,32.1,32.179,93.1208
Uttar Pradesh,Varanasi,2008,Kharif,24.25,32.0414,75.8301
Uttar Pradesh,Varanasi,2009,Pre-Monsoon,32.02,25.0214,89.327
Uttar Pradesh,Varanasi,2009,Post-Monsoon,24.46,14.4887,78.4041
Uttar Pradesh,Varanasi,2009,Rabi,27.92,32.696,84.6783
Uttar Pradesh,Varanasi,2009,Kharif,26.3,8.7792,69.8617
Uttar Pradesh,Varanasi,2010,Pre-Monsoon,32.46,28.1533,79.7169
Uttar Pradesh,Varanasi,2010,Post-Monsoon,27.91,26.3155,90.1559
Uttar Pradesh,Varanasi,2010,Rabi,28.25,13.51,88.1085
Uttar Pradesh,Varanasi,2010,Kharif,26.54,32.7602,79.4435
Uttar Pradesh,Varanasi,2011,Pre-Monsoon,32.34,8.2118,83.6377
Uttar Pradesh,Varanasi,2011,Post-Monsoon,25.61,24.2889,87.3981
Uttar Pradesh,Varanasi,2011,Rabi,31.86,25.6857,80.9296
Uttar Pradesh,Varanasi,2011,Kharif,29.11,28.478,77.3164
Uttar Pradesh,Varanasi,2012,Pre-Monsoon,33.98,28.3364,76.5361
Uttar Pradesh,Varanasi,2012,Post-Monsoon,26.59,28.6093,89.6185
Uttar Pradesh,Varanasi,2012,Rabi,32.44,28.19,79.5262
Uttar Pradesh,Varanasi,2012,Kharif,26.83,13.6814,83.1169
Uttar Pradesh,Varanasi,2013,Pre-Monsoon,35.79,27.8197,82.9335
Uttar Pradesh,Varanasi,2013,Post-Monsoon,28.69,24.607,72.373
Uttar Pradesh,Varanasi,2013,Rabi,33.06,30.5706,95.1413
Uttar Pradesh,Varanasi,2013,Kharif,28.75,14.99,89.8812
Uttar Pradesh,Varanasi,2014,Pre-Monsoon,35.1,16.8634,72.5889
Uttar Pradesh,Varanasi,2014,Post-Monsoon,30.52,12.5256,87.1948
Uttar Pradesh,Varanasi,2014,Rabi,30.86,11.0428,70.097
Uttar Pradesh,Varanasi,2014,Kharif,29.61,28.0817,88.6446
Uttar Pradesh,Varanasi,2015,Pre-Monsoon,35.0,33.0071,91.5321
Uttar Pradesh,Varanasi,2015,Post-Monsoon,29.4,16.2636,74.3162
Uttar Pradesh,Varanasi,2015,Rabi,34.86,16.8344,86.2264
Uttar Pradesh,Varanasi,2015,Kharif,29.2,20.6376,74.7585
Uttar Pradesh,Varanasi,2016,Pre-Monsoon,36.03,13.0372,93.9466
Uttar Pradesh,Varanasi,2016,Post-Monsoon,33.58,14.7105,70.648
Uttar Pradesh,Varanasi,2016,Rabi,32.54,18.0412,68.8203
Uttar Pradesh,Varanasi,2016,Kharif,31.42,11.7008,73.0229
Uttar Pradesh,Varanasi,2017,Pre-Monsoon,36.53,16.7855,72.3714
Uttar Pradesh,Varanasi,2017,Post-Monsoon,28.36,24.5587,90.0886
Uttar Pradesh,Varanasi,2017,Rabi,36.99,22.734,86.2013
Uttar Pradesh,Varanasi,2017,Kharif,30.95,17.6974,88.8134
Uttar Pradesh,Varanasi,2018,Pre-Monsoon,35.94,32.9596,90.1072
Uttar Pradesh,Varanasi,2018,Post-Monsoon,30.34,20.9966,87.7218
Uttar Pradesh,Varanasi,2018,Rabi,35.22,29.5733,69.0514
Uttar Pradesh,Varanasi,2018,Kharif,29.37,34.5685,81.1923
Uttar Pradesh,Varanasi,2019,Pre-Monsoon,37.0,33.7154,91.8901
Uttar Pradesh,Varanasi,2019,Post-Monsoon,34.46,19.7446,84.203
Uttar Pradesh,Varanasi,2019,Rabi,35.07,9.5673,88.1916
Uttar Pradesh,Varanasi,2019,Kharif,31.61,16.7389,81.958
Uttar Pradesh,Varanasi,2020,Pre-Monsoon,39.19,33.9586,80.382
Uttar Pradesh,Varanasi,2020,Post-Monsoon,31.75,21.8425,72.2586
Uttar Pradesh,Varanasi,2020,Rabi,34.3,24.5028,95.0645
Uttar Pradesh,Varanasi,2020,Kharif,33.25,13.2839,90.1723
Uttar Pradesh,Varanasi,2021,Pre-Monsoon,39.25,19.2731,76.7171
Uttar Pradesh,Varanasi,2021,Post-Monsoon,33.54,18.8161,73.578
Uttar Pradesh,Varanasi,2021,Rabi,36.96,15.3095,92.766
Uttar Pradesh,Varanasi,2021,Kharif,31.48,12.0402,81.0421
Uttar Pradesh,Varanasi,2022,Pre-Monsoon,37.89,19.091,93.4286
Uttar Pradesh,Varanasi,2022,Post-Monsoon,33.35,22.2429,77.6922
Uttar Pradesh,Varanasi,2022,Rabi,38.11,24.862,81.5739
Uttar Pradesh,Varanasi,2022,Kharif,33.33,13.8721,77.6931
Uttar Pradesh,Varanasi,2023,Pre-Monsoon,41.67,12.8251,84.9631
Uttar Pradesh,Varanasi,2023,Post-Monsoon,35.67,31.8137,78.764
Uttar Pradesh,Varanasi,2023,Rabi,39.25,10.0346,95.7921
Uttar Pradesh,Varanasi,2023,Kharif,37.8,25.9902,83.8489
Uttar Pradesh,Meerut,2000,Pre-Monsoon,26.97,33.7487,90.7251
Uttar Pradesh,Meerut,2000,Post-Monsoon,20.26,25.818,83.0118
Uttar Pradesh,Meerut,2000,Rabi,24.63,21.3326,93.3459
Uttar Pradesh,Meerut,2000,Kharif,22.49,31.9569,68.318
Uttar Pradesh,Meerut,2001,Pre-Monsoon,30.33,23.5097,91.5805
Uttar Pradesh,Meerut,2001,Post-Monsoon,22.92,22.9242,96.0618
Uttar Pradesh,Meerut,2001,Rabi,26.81,34.896,71.3798
Uttar Pradesh,Meerut,2001,Kharif,23.48,18.4643,85.7791
Uttar Pradesh,Meerut,2002,Pre-Monsoon,31.09,19.5712,78.3927
Uttar Pradesh,Meerut,2002,Post-Monsoon,22.92,19.8945,83.0641
Uttar Pradesh,Meerut,2002,Rabi,28.87,20.2068,91.7069
Uttar Pradesh,Meerut,2002,Kharif,24.87,22.4105,77.8159
Uttar Pradesh,Meerut,2003,Pre-Monsoon,32.07,15.6309,87.5292
Uttar Pradesh,Meerut,2003,Post-Monsoon,22.34,22.2536,74.2618
Uttar Pradesh,Meerut,2003,Rabi,26.03,31.8807,70.4757
Uttar Pradesh,Meerut,2003,Kharif,26.43,24.6278,76.4776
Uttar Pradesh,Meerut,2004,Pre-Monsoon,30.57,9.6408,74.8773
Uttar Pradesh,Meerut,2004,Post-Monsoon,25.06,19.5047,89.1864
Uttar Pradesh,Meerut,2004,Rabi,26.29,21.5883,94.8602
Uttar Pradesh,Meerut,2004,Kharif,26.23,30.0052,77.3725
Uttar Pradesh,Meerut,2005,Pre-Monsoon,30.73,17.2869,94.3358
Uttar Pradesh,Meerut,2005,Post-Monsoon,24.23,32.5347,83.0338
Uttar Pradesh,Meerut,2005,Rabi,28.84,10.0235,71.198
Uttar Pradesh,Meerut,2005,Kharif,26.77,26.7085,93.1609
Uttar Pradesh,Meerut,2006,Pre-Monsoon,32.26,8.2724,87.9856
Uttar Pradesh,Meerut,2006,Post-Monsoon,26.24,34.4746,96.0031
Uttar Pradesh,Meerut,2006,Rabi,28.94,23.2696,86.4818
Uttar Pradesh,Meerut,2006,Kharif,25.9,27.9643,73.2505
Uttar Pradesh,Meerut,2007,Pre-Monsoon,33.67,23.7173,93.1393
Uttar Pradesh,Meerut,2007,Post-Monsoon,26.27,22.8213,68.1018
Uttar Pradesh,Meerut,2007,Rabi,30.56,9.0805,73.8247
Uttar Pradesh,Meerut,2007,Kharif,26.21,16.2332,78.4419
Uttar Pradesh,Meerut,2008,Pre-Monsoon,30.15,25.1299,92.0027
Uttar Pradesh,Meerut,2008,Post-Monsoon,29.05,19.5477,86.5925
Uttar Pradesh,Meerut,2008,Rabi,33.52,12.7809,84.2551
Uttar Pradesh,Meerut,2008,Kharif,26.24,34.4959,83.0311
Uttar Pradesh,Meerut,2009,Pre-Monsoon,35.36,15.4135,68.942
Uttar Pradesh,Meerut,2009,Post-Monsoon,26.44,29.5068,76.3583
Uttar Pradesh,Meerut,2009,Rabi,32.5,13.2468,96.2441
Uttar Pradesh,Meerut,2009,Kharif,30.12,24.4695,84.2537
Uttar Pradesh,Meerut,2010,Pre-Monsoon,35.16,33.6649,86.1365
Uttar Pradesh,Meerut,2010,Post-Monsoon,25.91,30.0581,86.9533
Uttar Pradesh,Meerut,2010,Rabi,30.72,21.0678,88.354
Uttar Pradesh,Meerut,2010,Kharif,28.09,14.1342,68.1189
Uttar Pradesh,Meerut,2011,Pre-Monsoon,35.39,12.5857,71.0829
Uttar Pradesh,Meerut,2011,Post-Monsoon,27.81,13.5302,76.7413
Uttar Pradesh,Meerut,2011,Rabi,29.48,13.4235,90.4536
Uttar Pradesh,Meerut,2011,Kharif,30.82,18.4549,94.3622
Uttar Pradesh,Meerut,2012,Pre-Monsoon,35.88,23.7084,83.1401
Uttar Pradesh,Meerut,2012,Post-Monsoon,27.79,16.9345,83.7309
Uttar Pradesh,Meerut,2012,Rabi,32.54,9.7932,84.003
Uttar Pradesh,Meerut,2012,Kharif,30.27,10.8334,68.6481
Uttar Pradesh,Meerut,2013,Pre-Monsoon,34.82,24.5634,79.9468
Uttar Pradesh,Meerut,2013,Post-Monsoon,28.52,11.0314,89.0755
Uttar Pradesh,Meerut,2013,Rabi,33.35,33.497,85.7117
Uttar Pradesh,Meerut,2013,Kharif,32.13,15.096,69.3117
Uttar Pradesh,Meerut,2014,Pre-Monsoon,37.03,32.7017,72.0677
Uttar Pradesh,Meerut,2014,Post-Monsoon,30.07,22.5165,85.2001
Uttar Pradesh,Meerut,2014,Rabi,32.9,16.6076,69.4868
Uttar Pradesh,Meerut,2014,Kharif,31.44,18.6831,73.4694
Uttar Pradesh,Meerut,2015,Pre-Monsoon,38.75,13.9229,89.2923
Uttar Pradesh,Meerut,2015,Post-Monsoon,30.18,16.0271,81.6457
Uttar Pradesh,Meerut,2015,Rabi,37.13,10.5168,69.332
Uttar Pradesh,Meerut,2015,Kharif,31.79,21.6128,92.625
Uttar Pradesh,Meerut,2016,Pre-Monsoon,37.85,9.9625,84.4957
Uttar Pradesh,Meerut,2016,Post-Monsoon,33.05,23.0844,92.6493
Uttar Pradesh,Meerut,2016,Rabi,35.49,17.3205,73.3911
Uttar Pradesh,Meerut,2016,Kharif,32.75,8.1296,82.7643
Uttar Pradesh,Meerut,2017,Pre-Monsoon,39.41,12.0041,92.8047
Uttar Pradesh,Meerut,2017,Post-Monsoon,30.65,13.1236,94.8685
Uttar Pradesh,Meerut,2017,Rabi,36.85,8.8698,81.4135
Uttar Pradesh,Meerut,2017,Kharif,34.75,30.67,78.451
Uttar Pradesh,Meerut,2018,Pre-Monsoon,37.41,19.1203,88.7667
Uttar Pradesh,Meerut,2018,Post-Monsoon,32.16,10.9546,75.8436
Uttar Pradesh,Meerut,2018,Rabi,36.56,30.341,68.7152
Uttar Pradesh,Meerut,2018,Kharif,32.81,26.2337,95.0424
Uttar Pradesh,Meerut,2019,Pre-Monsoon,38.71,12.0036,88.359
Uttar Pradesh,Meerut,2019,Post-Monsoon,34.66,17.0741,72.9235
Uttar Pradesh,Meerut,2019,Rabi,39.07,23.6805,82.0267
Uttar Pradesh,Meerut,2019,Kharif,33.64,17.1433,76.5109
Uttar Pradesh,Meerut,2020,Pre-Monsoon,39.66,26.0424,88.7896
Uttar Pradesh,Meerut,2020,Post-Monsoon,35.62,23.692,95.8022
Uttar Pradesh,Meerut,2020,Rabi,37.14,12.6562,85.4379
Uttar Pradesh,Meerut,2020,Kharif,33.46,27.2291,77.1951
Uttar Pradesh,Meerut,2021,Pre-Monsoon,42.08,24.7704,74.8244
Uttar Pradesh,Meerut,2021,Post-Monsoon,35.34,31.7347,79.731
Uttar Pradesh,Meerut,2021,Rabi,38.59,15.8709,74.7978
Uttar Pradesh,Meerut,2021,Kharif,33.97,22.8304,68.0387
Uttar Pradesh,Meerut,2022,Pre-Monsoon,41.03,21.9536,74.19
Uttar Pradesh,Meerut,2022,Post-Monsoon,34.69,22.4836,92.2255
Uttar Pradesh,Meerut,2022,Rabi,41.4,22.6078,94.8907
Uttar Pradesh,Meerut,2022,Kharif,38.09,33.1614,82.869
Uttar Pradesh,Meerut,2023,Pre-Monsoon,39.86,13.3365,81.9093
Uttar Pradesh,Meerut,2023,Post-Monsoon,35.93,26.4014,77.8318
Uttar Pradesh,Meerut,2023,Rabi,41.13,23.4281,80.974
Uttar Pradesh,Meerut,2023,Kharif,36.07,21.3191,76.5838
Bihar,Patna,2000,Pre-Monsoon,15.73,28.0844,92.8348
Bihar,Patna,2000,Post-Monsoon,10.69,16.3704,79.3898
Bihar,Patna,2000,Rabi,14.66,9.1974,76.9442
Bihar,Patna,2000,Kharif,9.43,26.344,84.3979
Bihar,Patna,2001,Pre-Monsoon,13.2,15.0425,93.167
Bihar,Patna,2001,Post-Monsoon,8.14,18.2989,78.3288
Bihar,Patna,2001,Rabi,12.4,18.0531,77.23
Bihar,Patna,2001,Kharif,9.06,30.8415,91.5597
Bihar,Patna,2002,Pre-Monsoon,16.13,23.3134,94.0808
Bihar,Patna,2002,Post-Monsoon,13.62,34.188,86.3991
Bihar,Patna,2002,Rabi,14.0,12.3393,89.2629
Bihar,Patna,2002,Kharif,11.49,19.6469,80.933
Bihar,Patna,2003,Pre-Monsoon,15.52,16.9197,74.7031
Bihar,Patna,2003,Post-Monsoon,11.19,20.9888,69.3297
Bihar,Patna,2003,Rabi,12.97,8.1958,96.654
Bihar,Patna,2003,Kharif,10.08,20.7017,75.73
Bihar,Patna,2004,Pre-Monsoon,17.29,33.9126,93.4908
Bihar,Patna,2004,Post-Monsoon,11.38,28.3764,95.0707
Bihar,Patna,2004,Rabi,16.34,26.6298,93.223
Bihar,Patna,2004,Kharif,11.8,29.5166,78.0484
Bihar,Patna,2005,Pre-Monsoon,20.38,22.0568,79.3487
Bihar,Patna,2005,Post-Monsoon,11.95,29.0207,92.8071
Bihar,Patna,2005,Rabi,16.53,19.7614,78.967
Bihar,Patna,2005,Kharif,13.6,28.3832,74.5867
Bihar,Patna,2006,Pre-Monsoon,20.53,24.0964,93.9069
Bihar,Patna,2006,Post-Monsoon,11.79,12.6432,80.1998
Bihar,Patna,2006,Rabi,15.97,28.3275,87.0756
Bihar,Patna,2006,Kharif,12.03,23.6903,83.3671
Bihar,Patna,2007,Pre-Monsoon,21.19,17.0137,81.6663
Bihar,Patna,2007,Post-Monsoon,12.27,31.3493,88.1455
Bihar,Patna,2007,Rabi,19.99,8.2187,85.8847
Bihar,Patna,2007,Kharif,14.49,34.7707,83.4048
Bihar,Patna,2008,Pre-Monsoon,20.11,20.0267,88.6552
Bihar,Patna,2008,Post-Monsoon,12.79,18.1489,94.9042
Bihar,Patna,2008,Rabi,17.53,27.1418,74.5536
Bihar,Patna,2008,Kharif,13.75,25.7232,72.7623
Bihar,Patna,2009,Pre-Monsoon,22.63,33.5349,89.6797
Bihar,Patna,2009,Post-Monsoon,12.08,33.0517,75.4629
Bihar,Patna,2009,Rabi,22.14,15.2855,79.929
Bihar,Patna,2009,Kharif,14.71,31.1502,84.19
Bihar,Patna,2010,Pre-Monsoon,19.61,16.1744,81.3592
Bihar,Patna,2010,Post-Monsoon,12.85,14.7975,78.8707
Bihar,Patna,2010,Rabi,19.83,16.2129,81.6014
Bihar,Patna,2010,Kharif,16.76,31.5931,69.5275
Bihar,Patna,2011,Pre-Monsoon,23.19,10.7424,78.0638
Bihar,Patna,2011,Post-Monsoon,17.73,13.844,91.285
Bihar,Patna,2011,Rabi,19.95,18.7902,73.4785
Bihar,Patna,2011,Kharif,16.24,21.8987,69.8524
Bihar,Patna,2012,Pre-Monsoon,21.1,20.3088,95.6444
Bihar,Patna,2012,Post-Monsoon,15.73,30.9622,72.2118
Bihar,Patna,2012,Rabi,24.08,29.0794,77.126
Bihar,Patna,2012,Kharif,19.97,21.0115,96.0912
Bihar,Patna,2013,Pre-Monsoon,24.58,8.5775,95.3811
Bihar,Patna,2013,Post-Monsoon,15.75,19.3941,94.6913
Bihar,Patna,2013,Rabi,19.76,31.738,81.2499
Bihar,Patna,2013,Kharif,19.87,14.5733,69.5134
Bihar,Patna,2014,Pre-Monsoon,23.92,11.9948,78.9665
Bihar,Patna,2014,Post-Monsoon,17.49,26.4607,74.6241
Bihar,Patna,2014,Rabi,23.8,31.992,77.456
Bihar,Patna,2014,Kharif,15.41,11.6061,82.1889
Bihar,Patna,2015,Pre-Monsoon,25.55,16.0513,92.5081
Bihar,Patna,2015,Post-Monsoon,16.59,19.0143,82.4201
Bihar,Patna,2015,Rabi,25.44,9.0918,93.891
Bihar,Patna,2015,Kharif,20.98,30.894,89.803
Bihar,Patna,2016,Pre-Monsoon,28.97,23.0518,86.6743
Bihar,Patna,2016,Post-Monsoon,18.15,24.5471,88.8567
Bihar,Patna,2016,Rabi,23.16,26.4085,81.035
Bihar,Patna,2016,Kharif,23.01,14.5251,68.0411
Bihar,Patna,2017,Pre-Monsoon,28.34,9.9044,90.4113
Bihar,Patna,2017,Post-Monsoon,20.23,26.5699,81.6659
Bihar,Patna,2017,Rabi,21.16,31.6615,80.8701
Bihar,Patna,2017,Kharif,21.15,31.2622,72.7572
Bihar,Patna,2018,Pre-Monsoon,23.82,31.9953,81.141
Bihar,Patna,2018,Post-Monsoon,21.32,16.5114,95.2954
Bihar,Patna,2018,Rabi,24.2,21.8317,90.8937
Bihar,Patna,2018,Kharif,21.2,12.8425,84.6235
Bihar,Patna,2019,Pre-Monsoon,29.68,10.3129,95.4592
Bihar,Patna,2019,Post-Monsoon,19.04,11.4867,95.4341
Bihar,Patna,2019,Rabi,23.39,27.2214,89.5082
Bihar,Patna,2019,Kharif,16.32,10.9706,84.2354
Bihar,Patna,2020,Pre-Monsoon,28.71,11.2955,73.4907
Bihar,Patna,2020,Post-Monsoon,20.35,13.7111,84.1498
Bihar,Patna,2020,Rabi,24.09,10.2861,81.4716
Bihar,Patna,2020,Kharif,23.65,28.199,74.4283
Bihar,Patna,2021,Pre-Monsoon,29.47,29.305,88.9963
Bihar,Patna,2021,Post-Monsoon,21.16,31.5216,75.8952
Bihar,Patna,2021,Rabi,26.22,10.1835,87.0478
Bihar,Patna,2021,Kharif,21.64,16.609,96.7916
Bihar,Patna,2022,Pre-Monsoon,27.88,14.3327,73.5899
Bihar,Patna,2022,Post-Monsoon,21.04,23.5184,77.515
Bihar,Patna,2022,Rabi,25.62,20.5449,68.3961
Bihar,Patna,2022,Kharif,23.99,21.0054,69.6193
Bihar,Patna,2023,Pre-Monsoon,29.87,29.9837,90.2792
Bihar,Patna,2023,Post-Monsoon,23.3,33.3174,79.7601
Bihar,Patna,2023,Rabi,27.22,23.3568,90.9291
Bihar,Patna,2023,Kharif,22.44,14.0083,88.5646
Bihar,Gaya,2000,Pre-Monsoon,15.5,31.6651,92.712
Bihar,Gaya,2000,Post-Monsoon,7.5,34.0518,84.8602
Bihar,Gaya,2000,Rabi,10.48,29.5509,71.6889
Bihar,Gaya,2000,Kharif,8.32,18.6904,75.8724
Bihar,Gaya,2001,Pre-Monsoon,13.57,23.9041,75.3733
Bihar,Gaya,2001,Post-Monsoon,7.0,25.6226,71.5178
Bihar,Gaya,2001,Rabi,8.57,12.7388,75.1681
Bihar,Gaya,2001,Kharif,8.02,24.1727,75.0047
Bihar,Gaya,2002,Pre-Monsoon,13.19,26.5652,96.7942
Bihar,Gaya,2002,Post-Monsoon,7.3,18.6825,86.1122
Bihar,Gaya,2002,Rabi,14.27,11.4596,82.851
Bihar,Gaya,2002,Kharif,8.34,15.5346,72.6737
Bihar,Gaya,2003,Pre-Monsoon,15.01,11.7738,84.919
Bihar,Gaya,2003,Post-Monsoon,9.36,9.9513,93.4007
Bihar,Gaya,2003,Rabi,11.73,22.1557,79.8397
Bihar,Gaya,2003,Kharif,7.65,16.2567,93.6593
Bihar,Gaya,2004,Pre-Monsoon,14.8,29.1259,76.9684
Bihar,Gaya,2004,Post-Monsoon,12.28,25.3658,93.5842
Bihar,Gaya,2004,Rabi,11.92,21.9334,78.0332
Bihar,Gaya,2004,Kharif,9.7,26.1501,95.58
Bihar,Gaya,2005,Pre-Monsoon,14.63,26.0885,68.3899
Bihar,Gaya,2005,Post-Monsoon,10.48,28.6388,92.3559
Bihar,Gaya,2005,Rabi,11.99,15.8888,94.9998
Bihar,Gaya,2005,Kharif,13.27,24.1119,71.5595
Bihar,Gaya,2006,Pre-Monsoon,18.76,21.9249,78.9328
Bihar,Gaya,2006,Post-Monsoon,10.7,32.8898,69.0513
Bihar,Gaya,2006,Rabi,13.52,30.9159,72.0367
Bihar,Gaya,2006,Kharif,11.93,23.6659,93.7551
