state,district,year,season,groundwater_level,latitude,longitude,well_id,aquifer_type
Maharashtra,Nashik,2010,Kharif,29.91,26.6978,94.555,CGWB-03827,Coastal
Maharashtra,Nashik,2011,Pre-Monsoon,38.39,26.8783,94.1856,CGWB-03828,Coastal
Maharashtra,Nashik,2011,Post-Monsoon,30.62,27.0203,94.602,CGWB-03829,Coastal
Maharashtra,Nashik,2011,Rabi,34.9,26.935,94.218,CGWB-03830,Coastal
Maharashtra,Nashik,2011,Kharif,33.03,26.6299,94.6764,CGWB-03831,Coastal
Maharashtra,Nashik,2012,Pre-Monsoon,38.15,26.5189,94.6632,CGWB-03832,Coastal
Maharashtra,Nashik,2012,Post-Monsoon,31.56,26.8333,94.4626,CGWB-03833,Coastal
Maharashtra,Nashik,2012,Rabi,34.66,26.5377,94.3215,CGWB-03834,Coastal
Maharashtra,Nashik,2012,Kharif,33.96,26.7244,94.4694,CGWB-03835,Coastal
Maharashtra,Nashik,2013,Pre-Monsoon,38.76,26.7701,94.6191,CGWB-03836,Coastal
Maharashtra,Nashik,2013,Post-Monsoon,32.29,26.5363,94.1806,CGWB-03837,Coastal
Maharashtra,Nashik,2013,Rabi,36.56,26.6669,94.6764,CGWB-03838,Coastal
Maharashtra,Nashik,2013,Kharif,31.81,26.6001,94.1577,CGWB-03839,Coastal
Maharashtra,Nashik,2014,Pre-Monsoon,39.45,26.6468,94.4715,CGWB-03840,Coastal
Maharashtra,Nashik,2014,Post-Monsoon,30.08,26.9472,94.6981,CGWB-03841,Coastal
Maharashtra,Nashik,2014,Rabi,35.81,26.7508,94.7201,CGWB-03842,Coastal
Maharashtra,Nashik,2014,Kharif,31.6,27.0204,94.2918,CGWB-03843,Coastal
Maharashtra,Nashik,2015,Pre-Monsoon,38.28,26.4261,94.1561,CGWB-03844,Coastal
Maharashtra,Nashik,2015,Post-Monsoon,34.43,26.6976,94.4436,CGWB-03845,Coastal
Maharashtra,Nashik,2015,Rabi,37.32,26.6018,94.2509,CGWB-03846,Coastal
Maharashtra,Nashik,2015,Kharif,32.09,26.6656,94.29,CGWB-03847,Coastal
Maharashtra,Nashik,2016,Pre-Monsoon,38.09,26.7263,94.245,CGWB-03848,Coastal
Maharashtra,Nashik,2016,Post-Monsoon,33.47,26.8239,94.603,CGWB-03849,Coastal
Maharashtra,Nashik,2016,Rabi,37.17,26.4638,94.5095,CGWB-03850,Coastal
Maharashtra,Nashik,2016,Kharif,33.59,26.5799,94.4672,CGWB-03851,Coastal
Maharashtra,Nashik,2017,Pre-Monsoon,41.31,26.7507,94.5004,CGWB-03852,Coastal
Maharashtra,Nashik,2017,Post-Monsoon,33.88,26.6623,94.72,CGWB-03853,Coastal
Maharashtra,Nashik,2017,Rabi,36.96,26.9278,94.41,CGWB-03854,Coastal
Maharashtra,Nashik,2017,Kharif,36.47,26.9185,94.6443,CGWB-03855,Coastal
Maharashtra,Nashik,2018,Pre-Monsoon,41.61,26.5957,94.3291,CGWB-03856,Coastal
Maharashtra,Nashik,2018,Post-Monsoon,33.3,26.5991,94.5859,CGWB-03857,Coastal
Maharashtra,Nashik,2018,Rabi,37.42,26.484,94.2931,CGWB-03858,Coastal
Maharashtra,Nashik,2018,Kharif,36.55,26.6492,94.4361,CGWB-03859,Coastal
Maharashtra,Nashik,2019,Pre-Monsoon,40.31,26.6125,94.4197,CGWB-03860,Coastal
Maharashtra,Nashik,2019,Post-Monsoon,36.38,26.797,94.2384,CGWB-03861,Coastal
Maharashtra,Nashik,2019,Rabi,39.37,26.575,94.3787,CGWB-03862,Coastal
Maharashtra,Nashik,2019,Kharif,36.11,26.944,94.5485,CGWB-03863,Coastal
Maharashtra,Nashik,2020,Pre-Monsoon,43.58,26.4331,94.592,CGWB-03864,Coastal
Maharashtra,Nashik,2020,Post-Monsoon,34.2,26.7135,94.6385,CGWB-03865,Coastal
Maharashtra,Nashik,2020,Rabi,39.56,26.6374,94.4296,CGWB-03866,Coastal
Maharashtra,Nashik,2020,Kharif,38.1,26.8352,94.681,CGWB-03867,Coastal
Maharashtra,Nashik,2021,Pre-Monsoon,42.16,26.4848,94.2179,CGWB-03868,Coastal
Maharashtra,Nashik,2021,Post-Monsoon,36.84,26.596,94.5191,CGWB-03869,Coastal
Maharashtra,Nashik,2021,Rabi,40.12,26.4473,94.3597,CGWB-03870,Coastal
Maharashtra,Nashik,2021,Kharif,34.86,26.5288,94.5388,CGWB-03871,Coastal
Maharashtra,Nashik,2022,Pre-Monsoon,42.65,26.6779,94.7242,CGWB-03872,Coastal
Maharashtra,Nashik,2022,Post-Monsoon,32.8,26.5501,94.4606,CGWB-03873,Coastal
Maharashtra,Nashik,2022,Rabi,41.14,26.9787,94.3774,CGWB-03874,Coastal
Maharashtra,Nashik,2022,Kharif,40.14,26.6995,94.2037,CGWB-03875,Coastal
Maharashtra,Nashik,2023,Pre-Monsoon,41.89,26.5175,94.4773,CGWB-03876,Coastal
Maharashtra,Nashik,2023,Post-Monsoon,38.17,26.7407,94.1961,CGWB-03877,Coastal
Maharashtra,Nashik,2023,Rabi,42.33,26.5347,94.4322,CGWB-03878,Coastal
Maharashtra,Nashik,2023,Kharif,40.5,26.8535,94.4682,CGWB-03879,Coastal
Maharashtra,Nagpur,2000,Pre-Monsoon,29.61,24.3489,95.0824,CGWB-03880,Coastal
Maharashtra,Nagpur,2000,Post-Monsoon,22.5,24.1737,94.7095,CGWB-03881,Coastal
Maharashtra,Nagpur,2000,Rabi,27.63,24.2057,94.5076,CGWB-03882,Coastal
Maharashtra,Nagpur,2000,Kharif,24.99,24.4327,94.8975,CGWB-03883,Coastal
Maharashtra,Nagpur,2001,Pre-Monsoon,30.46,24.1118,94.6213,CGWB-03884,Coastal
Maharashtra,Nagpur,2001,Post-Monsoon,24.99,24.2444,94.967,CGWB-03885,Coastal
Maharashtra,Nagpur,2001,Rabi,27.09,24.3408,94.9912,CGWB-03886,Coastal
Maharashtra,Nagpur,2001,Kharif,24.14,24.129,94.9174,CGWB-03887,Coastal
Maharashtra,Nagpur,2002,Pre-Monsoon,30.4,24.6298,94.6441,CGWB-03888,Coastal
Maharashtra,Nagpur,2002,Post-Monsoon,24.12,24.4558,94.6601,CGWB-03889,Coastal
Maharashtra,Nagpur,2002,Rabi,31.21,24.5993,94.9983,CGWB-03890,Coastal
Maharashtra,Nagpur,2002,Kharif,26.97,24.4195,94.6443,CGWB-03891,Coastal
Maharashtra,Nagpur,2003,Pre-Monsoon,34.07,24.0767,94.7586,CGWB-03892,Coastal
Maharashtra,Nagpur,2003,Post-Monsoon,27.22,24.5762,94.7888,CGWB-03893,Coastal
Maharashtra,Nagpur,2003,Rabi,30.96,24.1638,94.6189,CGWB-03894,Coastal
Maharashtra,Nagpur,2003,Kharif,27.09,24.4827,94.7065,CGWB-03895,Coastal
Maharashtra,Nagpur,2004,Pre-Monsoon,32.23,24.2216,94.589,CGWB-03896,Coastal
Maharashtra,Nagpur,2004,Post-Monsoon,27.27,24.642,94.7383,CGWB-03897,Coastal
Maharashtra,Nagpur,2004,Rabi,30.37,24.1113,94.8015,CGWB-03898,Coastal
Maharashtra,Nagpur,2004,Kharif,26.81,24.3432,94.9553,CGWB-03899,Coastal
Maharashtra,Nagpur,2005,Pre-Monsoon,33.01,24.205,94.9312,CGWB-03900,Coastal
Maharashtra,Nagpur,2005,Post-Monsoon,29.68,24.495,94.587,CGWB-03901,Coastal
Maharashtra,Nagpur,2005,Rabi,31.36,24.543,94.6317,CGWB-03902,Coastal
Maharashtra,Nagpur,2005,Kharif,29.88,24.3644,94.71,CGWB-03903,Coastal
Maharashtra,Nagpur,2006,Pre-Monsoon,33.7,24.5858,94.7756,CGWB-03904,Coastal
Maharashtra,Nagpur,2006,Post-Monsoon,27.39,24.3128,94.7647,CGWB-03905,Coastal
Maharashtra,Nagpur,2006,Rabi,30.69,24.1693,95.0479,CGWB-03906,Coastal
Maharashtra,Nagpur,2006,Kharif,30.66,24.3241,94.6623,CGWB-03907,Coastal
Maharashtra,Nagpur,2007,Pre-Monsoon,36.07,24.3025,94.8326,CGWB-03908,Coastal
Maharashtra,Nagpur,2007,Post-Monsoon,28.5,24.552,94.7513,CGWB-03909,Coastal
Maharashtra,Nagpur,2007,Rabi,31.21,24.6183,94.6604,CGWB-03910,Coastal
Maharashtra,Nagpur,2007,Kharif,31.31,24.5507,95.046,CGWB-03911,Coastal
Maharashtra,Nagpur,2008,Pre-Monsoon,37.21,24.5453,94.6109,CGWB-03912,Coastal
Maharashtra,Nagpur,2008,Post-Monsoon,29.71,24.471,94.5511,CGWB-03913,Coastal
Maharashtra,Nagpur,2008,Rabi,31.69,24.3201,94.9948,CGWB-03914,Coastal
Maharashtra,Nagpur,2008,Kharif,30.73,24.6625,94.6858,CGWB-03915,Coastal
Maharashtra,Nagpur,2009,Pre-Monsoon,37.64,24.6429,94.7822,CGWB-03916,Coastal
Maharashtra,Nagpur,2009,Post-Monsoon,33.54,24.4897,95.0481,CGWB-03917,Coastal
Maharashtra,Nagpur,2009,Rabi,34.77,24.6207,95.0534,CGWB-03918,Coastal
Maharashtra,Nagpur,2009,Kharif,31.03,24.2325,94.7353,CGWB-03919,Coastal
Maharashtra,Nagpur,2010,Pre-Monsoon,36.54,24.4304,94.5659,CGWB-03920,Coastal
Maharashtra,Nagpur,2010,Post-Monsoon,31.53,24.104,94.7422,CGWB-03921,Coastal
Maharashtra,Nagpur,2010,Rabi,32.23,24.4169,94.8041,CGWB-03922,Coastal
Maharashtra,Nagpur,2010,Kharif,33.59,24.4817,94.8848,CGWB-03923,Coastal
Maharashtra,Nagpur,2011,Pre-Monsoon,35.48,24.1547,94.803,CGWB-03924,Coastal
Maharashtra,Nagpur,2011,Post-Monsoon,28.96,24.4225,94.7809,CGWB-03925,Coastal
Maharashtra,Nagpur,2011,Rabi,36.51,24.115,95.0437,CGWB-03926,Coastal
Maharashtra,Nagpur,2011,Kharif,31.46,24.0826,95.0725,CGWB-03927,Coastal
Maharashtra,Nagpur,2012,Pre-Monsoon,35.37,24.2241,94.5011,CGWB-03928,Coastal
Maharashtra,Nagpur,2012,Post-Monsoon,30.49,24.2351,94.5607,CGWB-03929,Coastal
Maharashtra,Nagpur,2012,Rabi,34.18,24.5305,94.6192,CGWB-03930,Coastal
Maharashtra,Nagpur,2012,Kharif,34.57,24.6104,94.8088,CGWB-03931,Coastal
Maharashtra,Nagpur,2013,Pre-Monsoon,38.55,24.1943,94.6149,CGWB-03932,Coastal
Maharashtra,Nagpur,2013,Post-Monsoon,31.23,24.3741,94.8982,CGWB-03933,Coastal
Maharashtra,Nagpur,2013,Rabi,36.35,24.6497,95.06,CGWB-03934,Coastal
Maharashtra,Nagpur,2013,Kharif,34.9,24.5893,94.795,CGWB-03935,Coastal
Maharashtra,Nagpur,2014,Pre-Monsoon,39.02,24.4588,94.7481,CGWB-03936,Coastal
Maharashtra,Nagpur,2014,Post-Monsoon,32.4,24.1583,94.7824,CGWB-03937,Coastal
Maharashtra,Nagpur,2014,Rabi,37.21,24.546,94.5746,CGWB-03938,Coastal
Maharashtra,Nagpur,2014,Kharif,33.69,24.3814,94.9625,CGWB-03939,Coastal
Maharashtra,Nagpur,2015,Pre-Monsoon,39.24,24.2723,94.8279,CGWB-03940,Coastal
Maharashtra,Nagpur,2015,Post-Monsoon,32.99,24.4154,94.5736,CGWB-03941,Coastal
Maharashtra,Nagpur,2015,Rabi,35.55,24.5755,94.6832,CGWB-03942,Coastal
Maharashtra,Nagpur,2015,Kharif,34.72,24.5735,94.7522,CGWB-03943,Coastal
Maharashtra,Nagpur,2016,Pre-Monsoon,40.82,24.4434,94.7323,CGWB-03944,Coastal
Maharashtra,Nagpur,2016,Post-Monsoon,36.36,24.5312,94.7502,CGWB-03945,Coastal
Maharashtra,Nagpur,2016,Rabi,39.65,24.5693,94.8907,CGWB-03946,Coastal
Maharashtra,Nagpur,2016,Kharif,32.3,24.2797,94.8972,CGWB-03947,Coastal
Maharashtra,Nagpur,2017,Pre-Monsoon,42.06,24.5751,94.8835,CGWB-03948,Coastal
Maharashtra,Nagpur,2017,Post-Monsoon,35.09,24.2751,94.9628,CGWB-03949,Coastal
Maharashtra,Nagpur,2017,Rabi,39.17,24.2187,94.5428,CGWB-03950,Coastal
Maharashtra,Nagpur,2017,Kharif,36.41,24.1122,94.8791,CGWB-03951,Coastal
Maharashtra,Nagpur,2018,Pre-Monsoon,43.04,24.5096,94.7083,CGWB-03952,Coastal
Maharashtra,Nagpur,2018,Post-Monsoon,37.01,24.5625,94.5219,CGWB-03953,Coastal
Maharashtra,Nagpur,2018,Rabi,38.5,24.3563,94.9886,CGWB-03954,Coastal
Maharashtra,Nagpur,2018,Kharif,38.06,24.2331,94.6062,CGWB-03955,Coastal
Maharashtra,Nagpur,2019,Pre-Monsoon,43.05,24.3789,94.6491,CGWB-03956,Coastal
Maharashtra,Nagpur,2019,Post-Monsoon,38.47,24.0912,94.7412,CGWB-03957,Coastal
Maharashtra,Nagpur,2019,Rabi,40.02,24.1016,94.5524,CGWB-03958,Coastal
Maharashtra,Nagpur,2019,Kharif,36.96,24.4656,94.8833,CGWB-03959,Coastal
Maharashtra,Nagpur,2020,Pre-Monsoon,43.35,24.421,94.5179,CGWB-03960,Coastal
Maharashtra,Nagpur,2020,Post-Monsoon,36.57,24.3631,94.9223,CGWB-03961,Coastal
Maharashtra,Nagpur,2020,Rabi,39.74,24.2124,94.9607,CGWB-03962,Coastal
Maharashtra,Nagpur,2020,Kharif,37.77,24.6531,94.7749,CGWB-03963,Coastal
Maharashtra,Nagpur,2021,Pre-Monsoon,43.1,24.2531,94.6489,CGWB-03964,Coastal
Maharashtra,Nagpur,2021,Post-Monsoon,35.25,24.4265,94.5045,CGWB-03965,Coastal
Maharashtra,Nagpur,2021,Rabi,42.36,24.0895,94.545,CGWB-03966,Coastal
Maharashtra,Nagpur,2021,Kharif,37.4,24.2463,95.0217,CGWB-03967,Coastal
Maharashtra,Nagpur,2022,Pre-Monsoon,42.36,24.4594,94.928,CGWB-03968,Coastal
Maharashtra,Nagpur,2022,Post-Monsoon,38.02,24.588,94.7803,CGWB-03969,Coastal
Maharashtra,Nagpur,2022,Rabi,42.23,24.309,94.7137,CGWB-03970,Coastal
Maharashtra,Nagpur,2022,Kharif,40.68,24.0775,94.6445,CGWB-03971,Coastal
Maharashtra,Nagpur,2023,Pre-Monsoon,46.0,24.6201,94.5251,CGWB-03972,Coastal
Maharashtra,Nagpur,2023,Post-Monsoon,40.48,24.1634,94.9686,CGWB-03973,Coastal
Maharashtra,Nagpur,2023,Rabi,41.61,24.6681,94.9674,CGWB-03974,Coastal
Maharashtra,Nagpur,2023,Kharif,39.75,24.3155,94.9891,CGWB-03975,Coastal
Maharashtra,Aurangabad,2000,Pre-Monsoon,33.07,29.7829,71.1561,CGWB-03976,Coastal
Maharashtra,Aurangabad,2000,Post-Monsoon,29.57,29.4288,70.9168,CGWB-03977,Coastal
Maharashtra,Aurangabad,2000,Rabi,30.38,29.4425,70.9087,CGWB-03978,Coastal
Maharashtra,Aurangabad,2000,Kharif,29.3,29.5946,70.6654,CGWB-03979,Coastal
Maharashtra,Aurangabad,2001,Pre-Monsoon,33.85,29.9553,71.056,CGWB-03980,Coastal
Maharashtra,Aurangabad,2001,Post-Monsoon,28.69,29.8111,70.5754,CGWB-03981,Coastal
Maharashtra,Aurangabad,2001,Rabi,29.65,29.9418,70.6772,CGWB-03982,Coastal
Maharashtra,Aurangabad,2001,Kharif,28.38,29.567,70.8825,CGWB-03983,Coastal
Maharashtra,Aurangabad,2002,Pre-Monsoon,33.58,29.7548,70.6258,CGWB-03984,Coastal
Maharashtra,Aurangabad,2002,Post-Monsoon,27.26,29.4303,70.7958,CGWB-03985,Coastal
Maharashtra,Aurangabad,2002,Rabi,32.59,29.6491,70.9119,CGWB-03986,Coastal
Maharashtra,Aurangabad,2002,Kharif,31.64,29.6146,71.1341,CGWB-03987,Coastal
Maharashtra,Aurangabad,2003,Pre-Monsoon,35.58,29.9301,71.0547,CGWB-03988,Coastal
Maharashtra,Aurangabad,2003,Post-Monsoon,28.41,29.5058,70.75,CGWB-03989,Coastal
Maharashtra,Aurangabad,2003,Rabi,32.35,29.8825,71.0037,CGWB-03990,Coastal
Maharashtra,Aurangabad,2003,Kharif,30.67,29.8331,70.6325,CGWB-03991,Coastal
Maharashtra,Aurangabad,2004,Pre-Monsoon,37.36,29.8939,70.5974,CGWB-03992,Coastal
Maharashtra,Aurangabad,2004,Post-Monsoon,31.11,29.4092,70.7962,CGWB-03993,Coastal
Maharashtra,Aurangabad,2004,Rabi,33.94,29.9458,70.8073,CGWB-03994,Coastal
Maharashtra,Aurangabad,2004,Kharif,29.83,29.9023,70.5725,CGWB-03995,Coastal
Maharashtra,Aurangabad,2005,Pre-Monsoon,37.8,29.4535,70.9362,CGWB-03996,Coastal
Maharashtra,Aurangabad,2005,Post-Monsoon,30.2,29.6663,71.1355,CGWB-03997,Coastal
Maharashtra,Aurangabad,2005,Rabi,34.19,29.4131,70.8328,CGWB-03998,Coastal
Maharashtra,Aurangabad,2005,Kharif,31.59,29.5621,71.0943,CGWB-03999,Coastal
Maharashtra,Aurangabad,2006,Pre-Monsoon,39.75,29.7145,70.6275,CGWB-04000,Coastal
Maharashtra,Aurangabad,2006,Post-Monsoon,33.1,29.6624,71.1721,CGWB-04001,Coastal
Maharashtra,Aurangabad,2006,Rabi,34.56,29.679,70.9787,CGWB-04002,Coastal
Maharashtra,Aurangabad,2006,Kharif,32.45,29.9201,71.0219,CGWB-04003,Coastal
Maharashtra,Aurangabad,2007,Pre-Monsoon,37.46,29.5939,70.7343,CGWB-04004,Coastal
Maharashtra,Aurangabad,2007,Post-Monsoon,31.13,29.7022,70.8365,CGWB-04005,Coastal
Maharashtra,Aurangabad,2007,Rabi,38.62,29.6276,70.7232,CGWB-04006,Coastal
Maharashtra,Aurangabad,2007,Kharif,33.83,29.4951,70.7821,CGWB-04007,Coastal
Maharashtra,Aurangabad,2008,Pre-Monsoon,40.5,29.7955,70.7128,CGWB-04008,Coastal
Maharashtra,Aurangabad,2008,Post-Monsoon,33.95,29.7482,70.9148,CGWB-04009,Coastal
Maharashtra,Aurangabad,2008,Rabi,40.41,29.6904,70.9117,CGWB-04010,Coastal
Maharashtra,Aurangabad,2008,Kharif,33.39,29.8247,70.6382,CGWB-04011,Coastal
Maharashtra,Aurangabad,2009,Pre-Monsoon,39.59,29.4353,71.1581,CGWB-04012,Coastal
Maharashtra,Aurangabad,2009,Post-Monsoon,34.27,29.9696,70.6087,CGWB-04013,Coastal
Maharashtra,Aurangabad,2009,Rabi,36.2,29.6866,71.0705,CGWB-04014,Coastal
Maharashtra,Aurangabad,2009,Kharif,35.0,29.9657,70.953,CGWB-04015,Coastal
Maharashtra,Aurangabad,2010,Pre-Monsoon,42.51,29.5826,71.1183,CGWB-04016,Coastal
Maharashtra,Aurangabad,2010,Post-Monsoon,32.62,29.9176,70.9073,CGWB-04017,Coastal
Maharashtra,Aurangabad,2010,Rabi,37.17,29.4154,71.0619,CGWB-04018,Coastal
Maharashtra,Aurangabad,2010,Kharif,34.89,29.6656,70.7675,CGWB-04019,Coastal
Maharashtra,Aurangabad,2011,Pre-Monsoon,43.52,29.4701,71.087,CGWB-04020,Coastal
Maharashtra,Aurangabad,2011,Post-Monsoon,35.28,29.9339,71.1404,CGWB-04021,Coastal
Maharashtra,Aurangabad,2011,Rabi,37.81,29.6196,70.7722,CGWB-04022,Coastal
Maharashtra,Aurangabad,2011,Kharif,36.34,29.5011,70.9368,CGWB-04023,Coastal
Maharashtra,Aurangabad,2012,Pre-Monsoon,44.07,29.4146,70.9587,CGWB-04024,Coastal
Maharashtra,Aurangabad,2012,Post-Monsoon,36.15,29.8531,71.0281,CGWB-04025,Coastal
Maharashtra,Aurangabad,2012,Rabi,40.64,29.9521,70.772,CGWB-04026,Coastal
Maharashtra,Aurangabad,2012,Kharif,38.41,29.6973,70.5809,CGWB-04027,Coastal
Maharashtra,Aurangabad,2013,Pre-Monsoon,43.22,29.5016,70.5895,CGWB-04028,Coastal
Maharashtra,Aurangabad,2013,Post-Monsoon,36.5,29.9409,70.5773,CGWB-04029,Coastal
Maharashtra,Aurangabad,2013,Rabi,40.23,29.9427,71.1081,CGWB-04030,Coastal
Maharashtra,Aurangabad,2013,Kharif,39.11,29.7877,70.9757,CGWB-04031,Coastal
Maharashtra,Aurangabad,2014,Pre-Monsoon,42.86,29.9316,70.7473,CGWB-04032,Coastal
Maharashtra,Aurangabad,2014,Post-Monsoon,39.42,29.733,70.6322,CGWB-04033,Coastal
Maharashtra,Aurangabad,2014,Rabi,42.25,29.8538,70.944,CGWB-04034,Coastal
Maharashtra,Aurangabad,2014,Kharif,37.59,29.5346,70.573,CGWB-04035,Coastal
Maharashtra,Aurangabad,2015,Pre-Monsoon,44.98,29.9376,70.8183,CGWB-04036,Coastal
Maharashtra,Aurangabad,2015,Post-Monsoon,40.32,29.7103,70.8587,CGWB-04037,Coastal
Maharashtra,Aurangabad,2015,Rabi,44.48,29.7114,70.7624,CGWB-04038,Coastal
Maharashtra,Aurangabad,2015,Kharif,39.84,29.5503,70.5951,CGWB-04039,Coastal
Maharashtra,Aurangabad,2016,Pre-Monsoon,44.27,29.4842,70.9647,CGWB-04040,Coastal
Maharashtra,Aurangabad,2016,Post-Monsoon,40.03,29.8041,71.0237,CGWB-04041,Coastal
Maharashtra,Aurangabad,2016,Rabi,44.67,29.9572,71.0568,CGWB-04042,Coastal
Maharashtra,Aurangabad,2016,Kharif,41.01,29.7767,70.7546,CGWB-04043,Coastal
Maharashtra,Aurangabad,2017,Pre-Monsoon,46.49,29.4295,71.1595,CGWB-04044,Coastal
Maharashtra,Aurangabad,2017,Post-Monsoon,38.65,29.7484,70.9066,CGWB-04045,Coastal
Maharashtra,Aurangabad,2017,Rabi,44.27,29.4146,70.9398,CGWB-04046,Coastal
Maharashtra,Aurangabad,2017,Kharif,44.41,29.8251,70.8225,CGWB-04047,Coastal
Maharashtra,Aurangabad,2018,Pre-Monsoon,46.7,29.5281,70.6693,CGWB-04048,Coastal
Maharashtra,Aurangabad,2018,Post-Monsoon,42.01,29.6186,71.0806,CGWB-04049,Coastal
Maharashtra,Aurangabad,2018,Rabi,44.65,29.7488,71.0049,CGWB-04050,Coastal
Maharashtra,Aurangabad,2018,Kharif,43.99,29.5401,70.6733,CGWB-04051,Coastal
Maharashtra,Aurangabad,2019,Pre-Monsoon,48.54,29.9842,70.7751,CGWB-04052,Coastal
Maharashtra,Aurangabad,2019,Post-Monsoon,42.33,29.8172,70.706,CGWB-04053,Coastal
Maharashtra,Aurangabad,2019,Rabi,46.05,29.5871,70.673,CGWB-04054,Coastal
Maharashtra,Aurangabad,2019,Kharif,41.39,29.5531,70.5939,CGWB-04055,Coastal
Maharashtra,Aurangabad,2020,Pre-Monsoon,49.18,29.4519,70.6754,CGWB-04056,Coastal
Maharashtra,Aurangabad,2020,Post-Monsoon,45.03,29.4569,70.94,CGWB-04057,Coastal
Maharashtra,Aurangabad,2020,Rabi,47.03,29.4077,70.722,CGWB-04058,Coastal
Maharashtra,Aurangabad,2020,Kharif,43.84,29.9298,71.0035,CGWB-04059,Coastal
Maharashtra,Aurangabad,2021,Pre-Monsoon,51.53,29.7558,70.9815,CGWB-04060,Coastal
Maharashtra,Aurangabad,2021,Post-Monsoon,43.55,29.9915,70.7118,CGWB-04061,Coastal
Maharashtra,Aurangabad,2021,Rabi,46.73,29.419,70.5811,CGWB-04062,Coastal
Maharashtra,Aurangabad,2021,Kharif,47.73,29.4669,70.9619,CGWB-04063,Coastal
Maharashtra,Aurangabad,2022,Pre-Monsoon,52.88,29.4145,70.854,CGWB-04064,Coastal
Maharashtra,Aurangabad,2022,Post-Monsoon,46.89,29.9501,70.811,CGWB-04065,Coastal
Maharashtra,Aurangabad,2022,Rabi,49.93,29.8657,70.884,CGWB-04066,Coastal
Maharashtra,Aurangabad,2022,Kharif,46.58,29.9101,70.8072,CGWB-04067,Coastal
Maharashtra,Aurangabad,2023,Pre-Monsoon,51.37,29.5635,70.6043,CGWB-04068,Coastal
Maharashtra,Aurangabad,2023,Post-Monsoon,45.73,29.8727,70.8226,CGWB-04069,Coastal
Maharashtra,Aurangabad,2023,Rabi,48.33,29.9362,71.0728,CGWB-04070,Coastal
Maharashtra,Aurangabad,2023,Kharif,45.82,29.7275,70.9421,CGWB-04071,Coastal
Maharashtra,Solapur,2000,Pre-Monsoon,29.83,32.5266,71.9943,CGWB-04072,Semi-Arid
Maharashtra,Solapur,2000,Post-Monsoon,22.23,32.0151,71.8537,CGWB-04073,Semi-Arid
Maharashtra,Solapur,2000,Rabi,25.7,32.5186,72.0424,CGWB-04074,Semi-Arid
Maharashtra,Solapur,2000,Kharif,25.3,32.4162,71.9987,CGWB-04075,Semi-Arid
Maharashtra,Solapur,2001,Pre-Monsoon,29.8,32.249,72.0403,CGWB-04076,Semi-Arid
Maharashtra,Solapur,2001,Post-Monsoon,23.03,32.1527,72.2518,CGWB-04077,Semi-Arid
Maharashtra,Solapur,2001,Rabi,28.37,32.0603,71.7252,CGWB-04078,Semi-Arid
Maharashtra,Solapur,2001,Kharif,26.44,32.2561,71.8297,CGWB-04079,Semi-Arid
Maharashtra,Solapur,2002,Pre-Monsoon,32.63,32.4104,71.7686,CGWB-04080,Semi-Arid
Maharashtra,Solapur,2002,Post-Monsoon,25.61,32.279,72.1633,CGWB-04081,Semi-Arid
Maharashtra,Solapur,2002,Rabi,31.09,32.3612,71.8442,CGWB-04082,Semi-Arid
Maharashtra,Solapur,2002,Kharif,26.45,32.5131,71.9736,CGWB-04083,Semi-Arid
Maharashtra,Solapur,2003,Pre-Monsoon,34.86,32.2893,72.0203,CGWB-04084,Semi-Arid
Maharashtra,Solapur,2003,Post-Monsoon,27.77,32.5131,72.1257,CGWB-04085,Semi-Arid
Maharashtra,Solapur,2003,Rabi,29.24,32.4256,71.8921,CGWB-04086,Semi-Arid
Maharashtra,Solapur,2003,Kharif,28.28,32.1722,71.8601,CGWB-04087,Semi-Arid
Maharashtra,Solapur,2004,Pre-Monsoon,33.36,32.4057,72.0815,CGWB-04088,Semi-Arid
Maharashtra,Solapur,2004,Post-Monsoon,30.12,32.2518,71.9449,CGWB-04089,Semi-Arid
Maharashtra,Solapur,2004,Rabi,33.03,32.391,71.9882,CGWB-04090,Semi-Arid
Maharashtra,Solapur,2004,Kharif,26.81,32.5836,71.7675,CGWB-04091,Semi-Arid
Maharashtra,Solapur,2005,Pre-Monsoon,33.42,32.0126,71.9361,CGWB-04092,Semi-Arid
Maharashtra,Solapur,2005,Post-Monsoon,25.89,32.1666,72.0208,CGWB-04093,Semi-Arid
Maharashtra,Solapur,2005,Rabi,33.56,32.3084,71.795,CGWB-04094,Semi-Arid
Maharashtra,Solapur,2005,Kharif,28.5,32.4524,71.7767,CGWB-04095,Semi-Arid
Maharashtra,Solapur,2006,Pre-Monsoon,35.86,32.4782,72.2706,CGWB-04096,Semi-Arid
Maharashtra,Solapur,2006,Post-Monsoon,28.47,32.4022,71.8585,CGWB-04097,Semi-Arid
Maharashtra,Solapur,2006,Rabi,31.9,32.1849,72.0258,CGWB-04098,Semi-Arid
Maharashtra,Solapur,2006,Kharif,29.19,32.4305,72.2729,CGWB-04099,Semi-Arid
Maharashtra,Solapur,2007,Pre-Monsoon,37.24,32.3693,72.1846,CGWB-04100,Semi-Arid
Maharashtra,Solapur,2007,Post-Monsoon,28.79,32.4338,72.0152,CGWB-04101,Semi-Arid
Maharashtra,Solapur,2007,Rabi,33.51,32.0315,72.0794,CGWB-04102,Semi-Arid
Maharashtra,Solapur,2007,Kharif,30.27,32.4826,72.0682,CGWB-04103,Semi-Arid
